Age,Gender,Marital Status,Home Ownership,Family member,Education Qualiication,Monthly Income,Monthly Expense,Earning Member,Savings Status,Business Type,Business Location,Residence Area,Bank Account Status,Loan Purpose,Current Business Duration,Business Nature,Dft
33,6,7,10,4,21,20200,16700,4,43,61,66,51,53,56,2,75,0
32,5,7,9,13,22,3100,15700,7,44,64,66,52,53,56,18,75,0
30,6,7,10,6,22,4000,9500,7,43,64,65,50,53,60,15,76,0
30,5,8,10,4,127,23700,18500,3,43,62,65,51,53,55,10,79,0
39,6,7,9,9,18,48500,14100,9,43,61,65,49,53,55,4,75,0
26,6,7,11,3,18,7000,13700,3,43,62,68,49,53,55,8,83,0
34,6,8,11,4,20,7000,34300,10,44,62,66,51,53,55,7,81,0
19,6,8,9,10,19,18000,9600,1,44,63,67,50,54,56,5,83,0
49,5,8,9,12,127,24200,13200,5,43,64,66,49,54,58,23,81,0
28,5,7,11,8,18,46400,14700,9,44,64,68,52,54,56,0,79,0
25,5,7,9,5,17,22700,13200,10,44,62,68,49,53,59,15,79,0
28,6,7,11,4,22,35800,8800,5,43,63,65,50,53,58,1,82,0
59,5,8,9,12,18,57400,1300,8,44,61,68,49,54,55,10,80,0
51,5,8,9,12,17,8000,14300,2,44,64,66,49,53,57,0,76,0
30,6,7,9,7,17,16900,14800,8,44,64,68,51,54,56,14,86,0
25,5,7,9,11,127,34600,39100,6,43,64,68,52,53,60,27,86,0
25,6,8,9,5,127,21800,11100,1,44,64,65,51,53,59,24,85,0
18,5,7,10,10,20,7500,2700,6,44,63,66,49,54,57,5,85,1
25,6,7,10,9,127,27600,19800,7,44,61,66,50,54,55,9,78,0
23,6,7,9,5,19,13500,26700,7,44,62,65,50,54,58,5,84,0
18,6,7,10,6,17,33100,14300,10,44,63,67,51,54,58,14,85,0
59,6,8,10,3,21,28000,20200,4,43,63,68,49,53,56,1,79,0
62,5,8,10,5,127,13200,7100,7,44,62,67,50,53,55,0,84,0
25,6,8,10,10,19,14800,3100,8,43,62,66,51,53,55,10,83,0
31,6,7,11,5,21,60000,5900,5,44,64,68,49,54,59,4,83,0
29,6,7,9,4,21,25600,6900,5,44,63,66,49,53,59,4,81,0
44,5,8,11,6,20,37400,3800,7,44,64,67,52,53,56,10,82,0
21,5,7,10,7,127,18800,37700,5,43,64,68,52,53,59,13,78,1
32,5,7,11,10,127,16500,15700,4,44,61,68,51,54,60,5,78,0
58,5,7,10,9,127,16400,14000,5,43,62,67,50,54,59,18,80,0
32,6,8,10,5,20,30600,22300,9,43,61,65,51,54,55,5,75,0
29,5,7,10,7,18,44100,10900,6,43,64,67,52,53,55,12,86,0
30,5,8,9,7,18,36400,3200,3,43,63,65,49,53,59,29,75,0
42,6,7,9,5,21,11900,7600,10,44,61,65,49,53,60,17,75,0
35,6,7,11,7,18,12900,12300,6,44,61,66,52,54,57,27,74,0
25,6,7,11,7,20,20300,6500,1,43,63,68,50,54,57,20,75,0
58,6,8,11,6,19,1300,24900,7,43,63,66,52,53,58,2,75,0
23,5,8,9,6,17,28600,10200,10,44,64,67,51,54,57,5,82,0
32,6,8,11,11,19,25600,14700,7,44,61,65,51,53,55,10,76,0
24,6,8,11,6,17,25000,20500,5,44,63,65,52,53,58,11,79,0
24,6,8,9,5,19,56900,12200,5,44,63,65,49,53,56,13,84,0
62,5,8,10,6,127,31000,16000,7,44,61,67,52,53,56,22,81,0
35,6,8,9,15,22,1000,13600,5,44,61,65,52,54,55,5,80,0
30,6,7,10,6,17,15700,11300,7,43,61,68,52,54,55,29,83,0
30,5,8,10,7,127,18100,6200,8,43,61,66,49,53,58,2,76,0
29,5,7,9,12,19,19600,34400,3,44,61,68,49,54,56,13,80,0
25,6,8,11,15,20,53000,37900,3,44,62,65,51,53,59,13,82,0
29,5,8,11,5,21,27800,17900,6,44,62,67,51,53,55,10,80,0
64,5,8,11,7,21,59300,18600,1,44,63,67,49,54,60,15,83,0
26,6,8,10,6,20,30300,29000,8,44,63,67,51,54,60,30,79,0
27,5,7,10,2,17,16100,12400,7,44,62,68,51,53,55,14,81,0
26,6,8,10,5,127,30000,37800,10,43,64,65,50,53,58,15,81,0
40,6,8,11,8,20,9400,19100,5,43,64,66,52,54,56,10,82,0
22,6,8,10,9,21,23300,21800,4,43,61,65,52,53,56,2,77,0
34,6,8,11,10,21,14900,12500,2,43,61,65,51,53,59,9,83,0
24,5,8,11,10,127,37800,15400,5,44,64,67,51,53,56,2,80,0
21,6,8,9,13,17,47900,25600,2,43,62,68,51,54,56,2,79,0
19,5,8,10,2,21,10000,26400,2,44,63,65,49,53,56,1,78,0
32,6,7,11,4,19,59100,16700,5,43,62,68,50,54,55,1,77,0
31,5,7,9,15,21,2200,37500,5,44,61,68,49,54,55,5,78,1
65,5,7,9,6,127,12000,41700,2,43,64,67,50,54,59,13,85,0
23,6,7,9,6,20,34600,5700,1,44,63,65,51,53,55,22,74,0
21,5,8,9,15,19,3800,3200,1,43,62,68,52,54,56,5,80,1
27,5,7,11,7,127,36300,12700,4,44,61,68,52,54,57,4,75,0
51,6,7,10,12,21,44500,7900,3,43,64,66,49,54,56,6,83,0
63,5,7,9,5,22,14600,25200,6,43,61,65,51,53,56,2,77,0
52,6,8,11,7,19,4300,14800,10,44,63,65,52,53,55,1,80,0
24,5,7,9,8,20,36100,21400,2,43,64,67,49,54,58,7,78,0
38,5,8,10,2,20,2600,24200,1,43,64,67,50,54,57,10,86,1
30,6,7,9,9,19,33700,29300,1,43,64,66,51,54,57,10,78,0
29,6,8,9,2,18,7300,2700,2,44,64,67,49,54,59,0,77,0
28,5,7,11,7,17,14800,2700,4,44,61,66,52,54,55,0,84,0
32,6,7,9,9,19,33200,4300,6,44,64,65,50,53,55,4,82,0
28,5,8,11,9,127,10700,28100,5,43,62,65,50,53,59,2,76,0
28,5,8,9,7,22,25900,29800,5,43,62,68,50,53,57,5,82,0
28,5,7,9,7,20,14500,39600,5,43,62,67,52,54,55,2,82,0
31,6,7,10,14,17,22800,13600,7,43,63,67,50,53,60,14,80,0
40,5,7,11,2,20,28100,20900,4,43,62,66,52,53,55,12,85,0
21,6,7,9,11,20,22200,19700,10,44,63,68,52,54,60,3,78,0
39,6,7,10,12,21,12300,7600,9,44,63,67,51,53,56,12,84,0
28,5,8,9,3,18,2600,10600,3,44,64,68,50,54,56,9,74,0
30,6,7,10,6,21,19600,31800,8,43,61,67,51,54,56,11,75,0
23,6,8,9,15,18,27300,13900,8,43,64,68,49,54,57,15,76,0
26,6,7,11,8,21,8800,32900,4,44,64,66,50,53,56,3,80,0
38,6,8,10,10,17,4400,3100,4,43,62,68,49,54,59,1,84,0
22,6,8,9,7,21,24400,10400,4,44,64,68,50,53,59,0,77,0
55,6,7,11,15,22,1700,27500,1,44,63,68,52,53,60,25,77,0
38,5,7,10,14,18,1500,20700,3,44,63,65,51,53,57,13,86,1
25,5,8,11,7,22,13000,2300,7,44,63,66,49,54,56,5,79,0
63,5,7,9,10,20,2200,2400,2,44,62,67,52,54,56,14,75,0
33,6,8,9,13,17,3100,17200,3,43,62,67,52,53,60,2,78,0
27,6,8,9,9,21,3900,700,2,43,64,65,51,54,56,2,74,0
34,5,7,10,10,19,12000,19100,3,43,61,67,49,54,55,13,76,0
20,5,7,10,7,22,54300,11300,3,44,62,67,52,54,55,12,78,0
31,5,8,9,15,20,54900,16500,6,44,62,66,50,54,56,8,75,0
30,6,8,11,9,22,43800,22700,3,44,63,66,49,54,57,2,85,0
20,6,8,9,11,17,15800,19200,6,44,62,68,49,54,58,1,80,0
48,5,8,9,14,18,13400,10600,3,43,64,65,50,54,60,4,81,0
28,5,8,10,5,22,3200,20600,5,44,64,65,51,53,60,8,79,0
64,5,8,9,4,127,29600,20400,3,44,62,65,51,54,57,5,85,0
19,5,8,10,5,17,43900,13700,7,43,62,66,51,53,60,6,86,0
31,6,8,9,14,22,5600,5000,7,44,62,66,51,54,58,15,76,0
19,5,8,10,6,21,19900,26500,1,43,61,66,50,54,55,6,83,0
24,6,7,9,9,18,15300,17300,10,44,64,68,51,53,60,14,84,0
39,5,8,9,14,17,18600,9500,7,43,63,65,52,53,60,15,80,0
51,6,7,10,11,127,19000,8100,5,44,61,67,51,53,55,25,82,0
41,5,7,11,6,22,19700,2000,5,43,62,68,50,54,56,10,76,0
47,5,7,10,7,127,54700,30500,2,44,64,68,52,53,55,10,85,0
18,6,7,11,8,17,59000,15600,9,44,61,66,50,53,57,10,80,0
19,5,8,11,3,20,29700,12500,8,44,62,65,49,53,59,22,84,0
24,5,7,10,6,17,8800,20000,7,44,64,65,49,54,57,4,79,1
33,6,7,9,6,22,2000,10300,2,43,62,65,49,54,58,11,86,0
23,6,8,10,4,21,37500,2500,6,44,63,68,51,54,55,5,74,0
22,6,8,9,5,127,19800,12300,10,43,61,66,49,54,59,29,77,0
25,6,7,10,15,21,23700,8500,3,44,61,68,50,53,56,12,86,0
25,5,7,10,4,19,46500,24100,3,43,61,65,49,53,59,15,78,0
22,6,7,9,10,22,2000,25600,7,43,64,68,50,53,58,7,81,0
35,5,7,11,11,18,16000,15900,1,44,64,68,50,53,55,10,80,0
57,6,7,10,7,19,2800,14600,3,44,62,66,49,53,59,15,84,0
35,5,8,11,7,22,8800,2200,5,43,63,68,52,54,56,4,76,0
24,6,7,9,5,127,14800,1100,9,44,61,67,52,53,60,27,77,0
38,6,7,10,8,19,15400,27300,4,44,64,66,51,53,58,0,76,0
30,6,7,10,5,21,3400,19800,9,43,63,65,49,54,59,25,79,0
35,6,7,10,9,20,7200,5300,5,44,64,68,49,53,56,27,85,0
20,6,8,10,13,18,8700,23500,10,44,61,66,49,54,60,21,77,0
22,6,8,9,7,18,38000,28100,4,44,64,66,51,53,58,1,78,0
26,6,7,9,5,18,19000,3600,5,43,63,67,49,54,56,11,83,0
23,6,7,9,14,127,27800,4100,7,43,63,66,51,54,57,26,77,0
34,5,8,11,3,20,55200,13000,2,44,62,65,50,54,57,24,79,0
22,6,8,11,6,127,12400,1800,1,44,63,66,50,53,55,15,76,0
54,5,7,10,9,127,22200,12700,7,43,63,65,50,53,55,12,80,0
25,5,7,11,2,19,6500,22100,9,43,62,66,52,54,60,13,77,0
25,6,8,11,13,18,49600,11900,8,43,63,65,51,54,57,5,81,0
41,6,8,9,10,127,25400,8000,4,44,62,66,52,54,57,21,78,0
57,6,8,11,15,127,12200,1100,4,44,63,68,51,54,55,0,79,0
46,6,8,10,7,19,18700,22800,3,43,62,65,49,54,60,2,83,0
34,6,8,10,14,20,12900,36900,10,43,63,66,51,54,57,12,74,0
30,5,8,10,2,17,7700,4300,7,44,61,67,49,54,57,5,74,1
20,6,8,10,2,22,22600,12600,1,43,63,66,52,54,56,20,83,0
47,5,7,11,7,21,36900,20600,5,43,63,65,49,54,58,13,85,0
55,6,7,9,7,127,1100,3900,10,44,63,68,51,53,59,14,84,0
24,5,8,9,8,21,24000,900,9,44,64,67,52,53,58,12,77,0
30,5,8,11,4,21,57900,28600,5,43,61,66,49,53,58,10,76,0
24,6,7,9,5,18,28600,33100,3,43,61,66,49,53,56,8,83,0
24,5,7,11,9,19,10600,26100,6,44,64,67,52,54,57,0,80,1
26,5,8,9,5,21,14400,35600,4,44,64,68,50,54,57,20,78,1
19,6,8,11,4,18,15100,10400,1,44,63,66,52,54,60,28,77,0
61,6,8,10,9,21,4900,10300,5,44,63,68,52,54,57,0,76,0
20,6,8,9,7,17,1800,6800,5,43,63,65,51,54,55,9,78,0
33,5,7,11,5,20,17200,15300,7,44,62,65,50,53,56,3,81,0
63,5,7,11,13,20,4000,14800,7,44,62,67,51,54,55,23,81,0
35,5,8,10,10,18,7000,20000,3,44,64,66,49,53,59,14,79,0
33,5,8,9,4,21,54200,18100,4,43,64,65,49,53,60,2,77,0
33,6,7,10,5,21,9700,12300,7,44,64,67,50,54,58,30,79,0
30,6,8,10,6,17,18900,9700,6,44,61,68,52,53,59,9,84,0
27,6,7,10,6,17,43900,40600,1,43,61,68,50,53,58,16,83,0
34,5,8,11,4,21,27500,22300,4,43,64,68,52,53,55,6,74,0
57,5,7,10,8,17,16800,18700,5,44,62,65,50,54,59,1,83,0
40,5,7,9,14,17,28800,13900,3,44,61,65,52,53,55,2,81,0
34,6,8,11,14,19,58700,15400,1,44,64,66,50,54,59,11,75,0
19,5,7,9,7,18,29400,27300,2,44,61,66,51,54,56,2,75,0
64,6,8,9,5,17,5900,15300,7,43,64,66,52,54,58,19,77,0
28,6,8,9,3,22,12500,38300,3,44,62,68,51,53,57,15,83,0
24,5,7,9,10,19,3300,8100,4,44,63,68,51,53,56,1,74,1
33,5,7,11,4,127,31900,4800,6,43,63,66,51,54,59,7,85,0
22,6,7,9,13,17,28600,4900,2,44,64,66,50,53,55,0,76,0
35,5,7,10,9,17,16700,10600,10,44,63,68,51,53,57,3,85,0
31,5,8,10,5,22,25900,3500,6,44,62,67,50,54,60,10,84,0
18,6,8,9,5,19,22400,16100,3,43,63,65,51,53,56,2,77,0
35,6,7,9,7,22,32200,1600,2,44,61,66,50,53,55,12,74,0
33,5,8,11,4,18,13000,9600,6,43,63,65,49,53,60,22,76,0
30,5,8,11,10,19,29400,20600,5,44,64,68,51,54,56,3,76,0
24,5,8,11,13,20,36300,21400,1,43,63,65,49,54,57,4,82,0
32,5,7,9,14,19,5800,7100,2,44,62,67,51,53,57,4,84,0
54,6,8,9,14,20,18400,7900,5,44,64,66,51,53,55,1,80,0
33,6,8,9,5,19,11700,16700,7,43,63,66,49,53,56,7,82,0
31,5,8,9,9,18,15500,38200,5,44,63,65,51,54,57,8,82,0
53,6,7,9,5,21,27700,9200,9,43,61,66,50,53,58,2,84,0
32,6,7,10,7,21,22500,35200,2,44,64,65,51,53,56,2,83,0
35,6,7,10,7,127,7900,6000,9,44,64,66,51,54,57,30,77,0
22,5,8,9,15,22,39500,23700,8,44,64,65,51,54,60,4,84,0
27,5,7,11,11,19,47700,9100,6,43,64,68,52,53,58,11,76,0
29,5,8,11,7,17,57900,22500,10,43,64,67,52,53,55,4,77,0
19,5,7,9,6,19,50500,800,10,43,61,68,51,53,60,25,74,0
50,5,8,10,11,127,5000,24900,5,43,61,66,49,53,58,2,75,1
28,6,8,10,10,21,41900,24400,4,44,63,67,49,54,57,15,74,0
27,6,7,9,7,19,18700,22300,3,44,61,67,51,54,59,5,85,0
26,6,8,11,7,18,44800,16800,5,43,62,65,51,53,59,24,83,0
62,6,7,10,7,20,15700,2000,7,43,61,65,49,54,57,13,82,0
33,5,7,9,6,18,24500,11600,8,44,61,67,50,53,58,1,86,0
32,5,7,9,5,19,23500,11300,1,44,64,67,52,54,58,13,76,0
64,5,8,9,2,20,33000,10700,1,43,61,66,52,53,59,7,78,0
28,6,7,9,5,18,18000,20900,4,43,61,66,50,53,60,10,82,0
30,5,7,9,4,22,5800,27300,4,44,63,66,52,54,56,2,82,0
34,5,8,11,4,18,26300,12100,4,44,64,65,49,53,58,15,77,0
32,5,7,9,5,19,10400,21800,5,44,61,66,52,53,59,1,80,0
57,6,8,9,13,22,36500,19000,5,43,64,67,50,53,60,3,81,0
35,6,7,10,10,21,43400,14100,2,44,62,68,49,54,55,3,75,0
35,6,7,9,7,22,13700,21200,5,44,62,68,50,54,59,4,79,0
35,6,8,11,11,22,6400,33400,3,44,62,66,51,53,59,11,74,0
53,5,7,11,4,17,35000,22500,5,44,62,66,52,53,58,1,85,0
35,6,8,10,9,127,24000,12600,3,43,61,66,51,53,56,8,75,0
61,6,8,9,5,127,14600,2400,1,44,62,67,49,53,60,10,84,0
25,5,7,11,7,21,26700,11100,10,44,64,65,52,53,60,5,78,0
45,6,7,9,14,127,10200,27600,5,43,64,68,52,53,60,2,83,0
24,5,8,11,7,127,32500,17000,6,44,63,67,49,54,57,4,79,0
49,5,8,10,3,17,37800,4600,9,44,62,66,52,53,59,3,80,0
30,6,7,9,6,19,30500,24100,4,44,61,68,52,54,58,0,83,0
27,6,7,9,5,20,21300,41500,1,44,63,68,51,54,58,15,75,0
26,5,7,10,10,20,16200,26700,7,44,63,66,50,54,55,0,80,0
33,6,7,11,12,20,49500,27100,5,43,62,65,52,53,58,6,79,0
33,6,7,11,2,127,8400,17200,7,44,61,68,51,53,60,18,83,0
30,6,7,11,10,17,31600,36600,4,44,62,66,51,53,60,9,80,0
21,6,7,9,7,22,3200,35200,4,44,61,65,52,54,59,15,84,0
25,5,8,11,7,17,18500,6800,6,44,62,68,50,53,55,2,86,0
31,6,7,9,6,19,28100,17900,1,44,64,68,49,54,56,3,76,0
31,6,7,11,2,127,16700,37800,2,43,62,67,49,54,60,10,75,0
60,6,7,11,7,21,10100,18400,7,44,63,68,49,54,57,5,78,0
26,6,7,11,8,127,1400,12000,2,43,62,66,49,54,56,6,75,0
31,6,7,10,7,127,17000,39000,1,43,63,67,51,53,55,1,75,0
32,5,8,11,5,127,19500,13700,5,44,62,67,50,54,60,15,82,0
31,6,7,9,5,17,2900,18800,9,44,64,66,49,53,58,12,83,0
24,5,8,11,7,19,51300,23700,4,43,64,67,52,54,55,27,86,0
39,6,8,9,13,127,15500,21500,3,43,64,67,49,53,57,9,76,0
51,5,8,10,8,19,33300,41100,7,43,63,66,50,53,55,2,85,0
23,5,8,11,4,18,19200,6900,5,44,62,66,49,54,58,1,80,0
30,5,7,9,10,20,8300,20200,8,43,64,66,52,53,57,10,78,0
31,5,7,11,14,18,17400,16700,6,44,64,67,50,54,55,15,84,0
26,5,8,10,7,18,54500,2500,1,44,62,66,51,54,58,14,86,0
34,6,8,11,3,19,7800,38500,1,43,63,65,52,53,56,7,82,0
24,5,8,10,6,127,38000,22800,7,43,63,65,50,53,56,11,77,0
24,5,8,9,5,18,24900,22600,10,43,61,65,52,54,60,5,85,0
58,6,8,10,7,18,53500,29500,5,44,63,66,52,53,58,0,75,0
22,6,7,10,3,18,14600,7500,3,43,62,68,52,53,59,9,78,0
25,5,7,9,15,22,10000,18000,7,44,62,67,50,53,60,8,81,0
31,6,7,9,9,127,22300,41600,9,43,63,67,49,54,58,0,84,0
42,5,7,11,8,127,23900,12100,3,43,61,68,49,54,59,2,75,0
30,6,8,9,3,21,51800,17100,8,43,62,65,49,54,58,14,84,0
32,6,8,9,6,21,23600,5700,5,44,61,67,49,54,56,10,86,0
31,6,8,11,13,22,15600,9000,4,43,61,65,51,53,59,8,76,0
38,6,7,10,10,22,49000,22700,3,43,61,68,49,54,56,3,84,0
62,6,7,10,7,127,37600,8900,7,44,63,66,50,53,60,10,85,0
25,5,7,9,6,19,24700,6600,8,44,63,66,52,54,56,0,78,0
34,5,8,11,7,18,11200,2700,4,44,62,68,51,54,55,2,77,1
27,6,7,10,7,19,15500,13900,8,44,63,65,52,54,55,0,80,0
29,5,7,9,15,127,35800,39000,6,43,63,68,52,53,60,5,75,1
19,5,7,10,4,127,9400,2200,9,43,62,68,50,53,58,0,76,1
19,6,7,10,5,22,15600,14300,8,43,62,66,51,54,59,11,78,0
20,5,7,9,14,17,21800,12600,3,43,62,67,49,53,60,18,74,0
27,5,7,10,12,19,16400,4800,1,43,61,68,52,53,55,10,82,0
28,5,8,9,3,127,38700,1300,5,44,63,68,50,53,58,12,78,0
27,6,8,11,11,127,4900,2000,8,43,64,67,50,54,58,24,84,0
35,5,7,10,15,20,35800,15300,1,44,64,66,51,54,60,13,86,0
55,5,7,10,10,127,2400,4700,6,43,63,66,49,53,60,5,82,0
26,6,8,9,5,17,32800,4600,4,43,62,67,51,54,55,17,86,0
23,6,7,10,8,18,19000,800,2,44,61,68,51,54,58,12,75,0
25,6,7,9,12,17,29400,2800,8,44,63,65,50,54,55,15,83,0
31,5,7,10,6,19,24800,37300,2,44,64,65,49,54,58,28,85,0
20,5,8,10,15,18,35100,21500,4,44,61,65,50,54,56,2,78,0
28,6,7,10,7,127,2500,14300,2,44,61,68,50,53,60,10,82,0
42,5,8,11,11,20,46000,8800,4,44,62,66,50,53,56,3,77,0
53,6,8,11,6,22,39700,10000,7,44,63,66,50,53,59,30,83,0
57,6,8,11,14,20,3500,37300,6,44,61,67,51,54,55,2,80,0
21,6,7,11,7,17,4000,16500,4,43,62,67,50,53,60,1,82,0
34,6,7,9,12,22,15800,15700,2,43,64,68,52,53,55,15,79,0
57,5,7,10,13,127,23900,3300,7,43,63,67,51,54,60,9,80,1
22,6,7,9,7,127,37300,1100,4,44,64,67,50,54,58,10,85,0
51,6,8,10,10,20,9300,15000,5,44,64,65,51,53,58,19,85,0
41,6,8,9,4,18,19200,23900,3,44,63,68,50,54,59,0,75,0
20,5,8,9,6,19,28100,2400,6,44,63,68,52,53,60,6,83,0
21,6,7,10,12,21,15000,23700,9,43,61,65,52,54,56,5,82,0
26,5,7,9,5,20,51600,7700,3,43,61,65,51,54,56,2,83,0
54,6,8,11,3,19,53800,4100,3,43,62,65,52,54,58,2,84,0
26,5,8,9,2,17,18800,37700,5,44,62,66,52,53,56,25,83,0
54,6,8,9,4,127,17200,24600,3,43,61,67,49,53,57,2,74,0
25,6,8,11,9,21,9900,1000,5,44,61,67,50,54,60,6,82,0
49,6,8,9,3,127,21400,37000,5,44,61,65,50,53,55,2,75,0
34,5,7,10,5,20,34400,21400,3,44,62,66,49,53,60,8,76,0
34,6,7,10,14,20,57200,11600,7,44,64,65,50,54,55,11,76,0
35,6,7,9,5,19,60000,17100,7,44,64,67,49,53,56,23,74,0
35,6,8,9,3,17,18800,24000,3,44,61,65,51,53,55,28,84,0
25,6,8,11,7,17,16700,20100,7,43,61,67,52,54,55,8,79,0
20,6,8,9,9,21,3800,4900,2,44,62,65,51,54,59,19,74,0
54,5,7,9,7,19,14900,14000,7,43,62,67,52,53,55,15,75,0
23,6,8,10,12,17,22600,13700,3,43,62,65,52,53,58,5,81,0
30,5,7,9,8,20,2300,3000,2,44,63,68,51,53,56,15,84,0
48,5,8,10,2,22,8500,15100,3,44,64,67,51,54,60,2,74,0
30,6,7,10,9,22,1100,3100,8,43,64,67,52,53,55,5,86,0
35,6,7,10,7,21,43700,14100,2,44,64,65,49,54,59,8,80,0
35,6,8,9,6,21,1900,32500,5,43,61,67,50,54,58,14,86,0
35,5,7,10,2,22,5500,9200,2,44,61,66,50,54,60,1,75,0
62,6,8,9,3,21,2000,29200,5,44,64,67,51,54,56,8,85,0
58,5,7,10,10,17,6800,3400,10,44,64,65,52,53,58,8,79,1
29,5,8,10,10,127,27800,1200,8,43,62,65,49,54,58,4,81,0
35,5,7,10,5,19,15200,20200,6,44,63,68,52,54,58,2,77,1
22,5,8,10,11,20,53900,8400,9,43,61,67,52,53,56,4,84,0
63,5,8,9,5,20,14600,2600,6,44,62,68,51,53,57,9,75,0
24,5,7,9,2,19,51700,41000,2,44,62,65,49,54,56,1,76,0
19,6,7,11,6,127,56400,13000,9,44,62,65,49,54,55,2,79,0
37,6,8,11,7,127,27300,6900,10,43,64,66,49,53,58,8,86,0
42,5,7,11,7,20,26700,22200,7,44,62,65,51,54,56,0,86,0
27,5,7,9,10,20,1700,1500,6,44,62,65,49,54,55,0,84,0
25,5,7,10,13,127,27200,5400,2,43,62,66,51,54,57,2,81,1
26,6,8,9,6,21,30500,3600,3,43,61,68,51,53,58,13,75,0
25,6,7,10,2,22,1500,19600,7,43,64,66,50,53,59,13,75,0
20,6,7,11,14,18,4600,15700,3,43,64,65,49,53,59,8,74,0
35,6,7,10,4,21,18700,26700,5,43,63,66,51,54,59,7,74,0
48,5,7,11,14,17,1100,15300,7,44,62,67,50,54,58,12,76,0
31,5,7,10,9,20,9000,15500,5,44,62,66,52,54,58,7,81,0
65,5,8,11,7,127,29000,25500,2,44,61,68,51,54,57,6,80,1
25,6,7,9,15,127,17300,1000,3,44,61,65,52,53,56,7,75,0
34,5,8,10,3,19,3900,8500,9,44,64,67,50,54,59,15,84,0
27,6,7,11,7,20,15400,6400,3,43,62,66,49,54,59,1,82,0
49,6,8,9,9,127,24500,14800,5,44,61,67,52,54,58,18,75,0
25,6,7,9,14,17,51700,7300,7,44,64,68,49,53,60,11,86,0
40,5,7,10,3,17,9600,1500,6,43,64,66,52,53,57,10,75,1
24,5,8,10,5,20,10600,7800,10,43,64,66,52,53,60,14,81,0
35,5,8,11,6,18,25200,19800,9,43,63,67,50,54,57,5,76,0
20,5,7,11,12,127,4400,2000,8,43,64,68,50,54,57,2,81,1
46,5,8,10,6,127,1000,1500,1,44,64,67,51,54,57,1,82,1
31,6,7,9,5,19,15500,13000,1,44,62,68,50,53,56,6,81,0
27,5,8,10,7,19,22000,22200,7,43,64,65,52,53,58,15,74,0
47,5,7,10,7,21,9000,16500,8,43,64,65,49,53,60,10,85,0
27,6,8,11,14,22,50600,7700,1,43,64,65,50,54,55,12,74,0
28,5,8,11,7,127,44600,9900,3,43,61,66,49,53,58,3,84,0
30,5,7,11,6,19,32300,32500,7,43,62,68,49,54,59,9,79,0
27,5,7,9,6,19,8500,21900,3,44,63,68,52,53,56,1,77,1
47,5,7,10,15,20,11100,14000,2,44,63,66,52,53,56,29,85,0
57,5,8,9,7,18,12100,20800,3,44,62,65,51,53,60,15,86,0
49,6,7,10,5,20,2900,23900,3,43,63,65,52,54,57,18,75,0
52,6,7,10,4,19,10300,24400,3,43,62,65,51,54,55,9,74,0
20,6,7,9,7,22,17100,10600,1,43,61,66,50,54,60,5,81,0
26,5,8,11,4,20,3700,20200,8,44,64,66,52,53,55,1,81,0
20,5,7,11,7,18,2500,18800,7,43,64,68,49,53,55,5,84,1
23,6,7,10,12,21,16200,21500,4,43,63,67,51,54,60,14,75,0
40,5,8,11,14,19,28800,23500,5,43,64,68,52,53,56,13,80,0
26,6,7,11,10,21,28100,26900,9,43,63,66,52,53,59,1,83,0
19,6,8,10,3,127,53900,3400,10,44,63,68,51,53,55,20,80,0
42,6,7,10,8,22,3300,1300,5,44,63,65,50,54,59,10,79,0
37,6,8,10,13,19,28400,14300,8,43,64,66,51,53,56,2,86,0
31,5,7,11,3,21,3200,5800,8,43,62,68,52,54,56,7,84,0
29,5,7,10,7,18,31400,15000,2,43,64,65,52,54,58,13,75,0
18,6,8,9,8,18,19000,24400,4,43,63,67,49,54,56,0,86,0
30,5,7,9,9,17,8300,36200,5,43,62,65,50,53,58,3,79,0
29,6,8,9,8,19,24100,7500,5,43,62,67,49,54,55,3,77,0
28,5,7,10,7,17,33400,6500,1,43,63,65,49,53,56,0,86,0
25,6,7,11,5,20,8600,28300,2,43,63,66,49,54,59,10,86,0
42,6,7,9,7,22,9900,21800,2,43,64,66,49,54,55,2,79,0
62,6,8,9,5,127,35900,37400,4,43,61,67,50,54,55,9,80,0
28,6,7,11,5,127,11700,25600,5,44,61,65,52,54,59,14,86,0
34,6,8,11,10,127,2400,14700,1,44,62,66,52,54,57,15,85,0
24,6,8,9,12,17,14100,15300,9,44,62,67,51,54,58,10,83,0
35,6,8,9,2,17,39800,23900,7,44,64,68,50,53,55,0,84,0
38,6,7,11,6,21,9300,15000,4,44,62,66,51,53,59,25,78,0
25,6,8,11,4,19,35300,11400,4,44,63,67,49,54,59,5,75,0
34,5,8,10,3,17,44100,12500,5,43,61,65,50,53,59,11,77,0
35,6,8,9,8,17,22600,38300,5,43,63,68,52,54,56,4,84,0
27,5,8,10,4,18,21800,12000,3,44,62,66,50,53,55,21,75,0
28,6,7,9,7,22,27000,7400,7,44,62,66,51,54,59,2,80,0
62,6,8,11,10,21,26200,20200,2,44,64,67,49,53,60,7,84,0
30,5,8,9,12,22,1700,11900,5,44,63,68,52,54,57,24,79,0
29,5,7,9,2,22,36800,2000,5,43,64,65,51,53,59,26,75,0
35,6,8,11,7,21,58900,27900,1,44,64,67,49,54,58,1,75,0
23,6,7,10,8,22,3400,27300,3,44,62,66,51,54,56,5,84,0
40,5,7,10,8,21,17300,19100,8,44,63,67,50,53,57,6,86,0
